,year,month,name,state_name,NDVI
0,2020,5,WHATCOM,WASHINGTON,0.5686274509803921
1,2020,5,WHATCOM,WASHINGTON,0.5686274509803921
2,2020,5,WHATCOM,WASHINGTON,0.5686274509803921
3,2020,5,SNOHOMISH,WASHINGTON,0.5686274509803921
4,2020,5,SNOHOMISH,WASHINGTON,0.5686274509803921
5,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
6,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
7,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
8,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
9,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
10,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
11,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
12,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
13,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
14,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
15,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
16,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
17,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
18,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
19,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
20,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
21,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
22,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
23,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
24,2020,5,SKAGIT,WASHINGTON,0.5686274509803921
25,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
26,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
27,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
28,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
29,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
30,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
31,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
32,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
33,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
34,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
35,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
36,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
37,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
38,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
39,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
40,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
41,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
42,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
43,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
44,2020,5,KLICKITAT,WASHINGTON,0.07692307692307693
45,2020,5,BENTON,WASHINGTON,0.07692307692307693
46,2020,5,BENTON,WASHINGTON,0.07692307692307693
47,2020,5,BENTON,WASHINGTON,0.07692307692307693
48,2020,5,BENTON,WASHINGTON,0.07692307692307693
49,2020,5,BENTON,WASHINGTON,0.07692307692307693
50,2020,5,BENTON,WASHINGTON,0.07692307692307693
51,2020,5,BENTON,WASHINGTON,0.07692307692307693
52,2020,5,BENTON,WASHINGTON,0.07692307692307693
53,2020,5,BENTON,WASHINGTON,0.07692307692307693
54,2020,5,BENTON,WASHINGTON,0.07692307692307693
55,2020,5,BENTON,WASHINGTON,0.07692307692307693
56,2020,5,BENTON,WASHINGTON,0.07692307692307693
57,2020,5,BENTON,WASHINGTON,0.07692307692307693
58,2020,5,BENTON,WASHINGTON,0.07692307692307693
59,2020,5,BENTON,WASHINGTON,0.07692307692307693
60,2020,5,BENTON,WASHINGTON,0.07692307692307693
61,2020,5,BENTON,WASHINGTON,0.07692307692307693
62,2020,5,BENTON,WASHINGTON,0.07692307692307693
63,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
64,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
65,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
66,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
67,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
68,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
69,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
70,2020,5,YAKIMA,WASHINGTON,0.07692307692307693
71,2020,5,ADAMS,WASHINGTON,0.04888888888888889
72,2020,5,ADAMS,WASHINGTON,0.04888888888888889
73,2020,5,ADAMS,WASHINGTON,0.04888888888888889
74,2020,5,ADAMS,WASHINGTON,0.04888888888888889
75,2020,5,LINCOLN,WASHINGTON,0.04888888888888889
76,2020,5,LINCOLN,WASHINGTON,0.04888888888888889
