,year,month,name,state_name,NDVI
183,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
184,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
185,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
186,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
187,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
188,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
189,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
190,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
191,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
192,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
193,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
194,2017,9,WALLA WALLA,WASHINGTON,0.0847457627118644
195,2017,9,ASOTIN,WASHINGTON,0.0847457627118644
196,2017,9,ASOTIN,WASHINGTON,0.0847457627118644
197,2017,9,ASOTIN,WASHINGTON,0.0847457627118644
198,2017,9,ASOTIN,WASHINGTON,0.0847457627118644
199,2017,9,ASOTIN,WASHINGTON,0.0847457627118644
200,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
201,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
202,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
203,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
204,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
205,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
206,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
207,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
208,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
209,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
210,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
211,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
212,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
213,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
214,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
215,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
216,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
217,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
218,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
219,2017,9,SPOKANE,WASHINGTON,0.4603174603174603
220,2017,9,ADAMS,WASHINGTON,0.4603174603174603
221,2017,9,ADAMS,WASHINGTON,0.4603174603174603
222,2017,9,ADAMS,WASHINGTON,0.4603174603174603
223,2017,9,ADAMS,WASHINGTON,0.4603174603174603
224,2017,9,ADAMS,WASHINGTON,0.4603174603174603
225,2017,9,ADAMS,WASHINGTON,0.4603174603174603
226,2017,9,ADAMS,WASHINGTON,0.4603174603174603
227,2017,9,ADAMS,WASHINGTON,0.4603174603174603
228,2017,9,ADAMS,WASHINGTON,0.4603174603174603
229,2017,9,ADAMS,WASHINGTON,0.4603174603174603
230,2017,9,ADAMS,WASHINGTON,0.4603174603174603
231,2017,9,ADAMS,WASHINGTON,0.4603174603174603
232,2017,9,ADAMS,WASHINGTON,0.4603174603174603
233,2017,9,ADAMS,WASHINGTON,0.4603174603174603
234,2017,9,ADAMS,WASHINGTON,0.4603174603174603
235,2017,9,ADAMS,WASHINGTON,0.4603174603174603
236,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
237,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
238,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
239,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
240,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
241,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
242,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
243,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
244,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
245,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
246,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
247,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
248,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
249,2017,9,LINCOLN,WASHINGTON,0.4603174603174603
250,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
251,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
252,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
253,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
254,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
255,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
256,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
257,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
258,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
259,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
260,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
261,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
262,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
263,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
264,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
265,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
266,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
267,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
268,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
269,2017,9,GARFIELD,WASHINGTON,0.4603174603174603
270,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
271,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
272,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
273,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
274,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
275,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
276,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
277,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
278,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
279,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
280,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
281,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
282,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
283,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
284,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
285,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
286,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
287,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
288,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
289,2017,9,COLUMBIA,WASHINGTON,0.4603174603174603
290,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
291,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
292,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
293,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
294,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
295,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
296,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
297,2017,9,WALLA WALLA,WASHINGTON,0.4603174603174603
298,2017,9,STEVENS,WASHINGTON,0.4603174603174603
299,2017,9,STEVENS,WASHINGTON,0.4603174603174603
300,2017,9,STEVENS,WASHINGTON,0.4603174603174603
301,2017,9,STEVENS,WASHINGTON,0.4603174603174603
302,2017,9,STEVENS,WASHINGTON,0.4603174603174603
303,2017,9,STEVENS,WASHINGTON,0.4603174603174603
304,2017,9,STEVENS,WASHINGTON,0.4603174603174603
305,2017,9,STEVENS,WASHINGTON,0.4603174603174603
306,2017,9,STEVENS,WASHINGTON,0.4603174603174603
307,2017,9,STEVENS,WASHINGTON,0.4603174603174603
308,2017,9,STEVENS,WASHINGTON,0.4603174603174603
309,2017,9,STEVENS,WASHINGTON,0.4603174603174603
310,2017,9,STEVENS,WASHINGTON,0.4603174603174603
311,2017,9,STEVENS,WASHINGTON,0.4603174603174603
312,2017,9,STEVENS,WASHINGTON,0.4603174603174603
313,2017,9,STEVENS,WASHINGTON,0.4603174603174603
314,2017,9,STEVENS,WASHINGTON,0.4603174603174603
315,2017,9,STEVENS,WASHINGTON,0.4603174603174603
316,2017,9,STEVENS,WASHINGTON,0.4603174603174603
317,2017,9,STEVENS,WASHINGTON,0.4603174603174603
318,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
319,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
320,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
321,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
322,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
323,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
324,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
325,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
326,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
327,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
328,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
329,2017,9,FRANKLIN,WASHINGTON,0.4603174603174603
330,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
331,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
332,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
333,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
334,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
335,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
336,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
337,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
338,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
339,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
340,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
341,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
342,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
343,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
344,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
345,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
346,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
347,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
348,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
349,2017,9,WHITMAN,WASHINGTON,0.4603174603174603
350,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
351,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
352,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
353,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
354,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
355,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
356,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
357,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
358,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
359,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
360,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
361,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
362,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
363,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
364,2017,9,ASOTIN,WASHINGTON,0.4603174603174603
365,2017,9,RAVALLI,MONTANA,0.08064516129032258
366,2017,9,RAVALLI,MONTANA,0.08064516129032258
621,2017,9,LIBERTY,MONTANA,0.15577889447236182
622,2017,9,LIBERTY,MONTANA,0.15577889447236182
623,2017,9,LIBERTY,MONTANA,0.15577889447236182
