state_name,county_name,lon,lat
IOWA,HAMILTON,-93.7083849,42.382945
IOWA,HARDIN,-93.2293918,42.3840463
IOWA,JASPER,-93.0647786,41.6791308
IOWA,MARSHALL,-92.9915704,42.0378125
IOWA,POLK,-93.5921448,41.6765808
IOWA,POWESHIEK,-92.5435034,41.6816512
IOWA,STORY,-93.489194,42.0161612
IOWA,TAMA,-92.5433918,42.0568108
IOWA,WEBSTER,-94.184316,42.4326072
IOWA,BENTON,-92.0776319,42.0599693
IOWA,CEDAR,-91.1263198,41.7608608
IOWA,CLINTON,-90.5599971,41.9054695
IOWA,IOWA,-91.57952674093114,41.6683126
IOWA,JACKSON,-90.5480067,42.1420382
IOWA,JOHNSON,-91.6061124,41.6861834
IOWA,JONES,-91.1427196,42.1081969
IOWA,LINN,-91.6037932,42.0631825
IOWA,MUSCATINE,-91.1210053,41.4776121
IOWA,SCOTT,-90.6164201,41.6251843
IOWA,ADAIR,-94.4953303,41.3127814
IOWA,ADAMS,-94.6850186,41.0161621
IOWA,CASS,-94.9215151,41.3122834
IOWA,FREMONT,-95.5924782,40.7345943
IOWA,MILLS,-95.6087477,41.0171392
IOWA,MONTGOMERY,-95.1753285,41.0166807
IOWA,PAGE,-95.1602396,40.736337
IOWA,POTTAWATTAMIE,-95.5331269,41.3115686
IOWA,TAYLOR,-94.6847413,40.738254
IOWA,APPANOOSE,-92.8649061,40.7455904
IOWA,CLARKE,-93.7842976,41.0152092
IOWA,DECATUR,-93.7994193,40.7418231
IOWA,LUCAS,-93.3427643,41.0147422
IOWA,MADISON,-94.0167968,41.3133406
IOWA,MARION,-93.1010141,41.3144108
IOWA,MONROE,-92.8792544,41.0142519
IOWA,RINGGOLD,-94.2547473,40.7399875
IOWA,UNION,-94.2472694,41.015699
IOWA,WARREN,-93.5685324,41.3138645
IOWA,WAYNE,-93.343458,40.7436612
IOWA,DAVIS,-92.3965311,40.7474784
IOWA,DES MOINES,-93.6046655,41.5910323
IOWA,HENRY,-91.5511282,40.9778301
IOWA,JEFFERSON,-91.9718642,41.0131342
IOWA,KEOKUK,-92.1867128,41.3154792
IOWA,LEE,-91.507313,40.6524894
IOWA,LOUISA,-91.2683976,41.206668
IOWA,MAHASKA,-92.6489935,41.314939
IOWA,VAN BUREN,-91.9689529,40.749202
IOWA,WAPELLO,-92.4140217,41.0137597
IOWA,WASHINGTON,-91.7340327,41.3160082
MISSOURI,ANDREW,-94.8090258,39.9845508
MISSOURI,ATCHISON,-95.4359392,40.4144817
MISSOURI,BUCHANAN,-94.794829,39.6733203
MISSOURI,CALDWELL,-93.9997281,39.6558966
MISSOURI,CLAY,-94.4046405,39.3187409
MISSOURI,CLINTON,-94.4184896,39.5975986
MISSOURI,DAVIESS,-93.9962662,39.9587505
MISSOURI,DE KALB,-94.9252426,39.5869398
MISSOURI,GENTRY,-94.4159527,40.2044898
MISSOURI,HARRISON,-93.9845199,40.337172
MISSOURI,HOLT,-95.2134565,40.0989571
MISSOURI,NODAWAY,-94.8723663,40.3483437
MISSOURI,PLATTE,-94.7716306,39.3770348
MISSOURI,RAY,-93.9888262,39.3661726
MISSOURI,WORTH,-94.4176406,40.4684837
MISSOURI,ADAIR,-92.6161167,40.1769782
MISSOURI,CARROLL,-93.516971,39.441912
MISSOURI,CHARITON,-92.9524728,39.5372927
MISSOURI,GRUNDY,-93.5737817,40.1075648
MISSOURI,LINN,-93.1104004,39.8652349
MISSOURI,LIVINGSTON,-93.5573919,39.7639036
MISSOURI,MACON,-92.5675118,39.8416253
MISSOURI,MERCER,-93.5788706,40.4095007
MISSOURI,PUTNAM,-92.9709709,40.4890407
MISSOURI,RANDOLPH,-92.5009215,39.4418988
MISSOURI,SCHUYLER,-92.5152037,40.4644896
MISSOURI,SULLIVAN,-93.1140993,40.1993002
MISSOURI,AUDRAIN,-91.8467268,39.2226625
MISSOURI,CLARK,-91.7362195,40.3962004
MISSOURI,KNOX,-92.1573551,40.122723
MISSOURI,LEWIS,-91.7013355,40.0902418
MISSOURI,MARION,-91.6318781,39.8080573
MISSOURI,MONROE,-91.9896892,39.494421
MISSOURI,PIKE,-91.1825617,39.3683251
MISSOURI,RALLS,-91.547611,39.552012
MISSOURI,SCOTLAND,-92.1527305,40.4479304
MISSOURI,SHELBY,-92.071021,39.8004535
MISSOURI,BATES,-94.3503613,38.2612027
MISSOURI,CASS,-94.3721539,38.6585427
MISSOURI,CEDAR,-93.861222,37.7084225
MISSOURI,HENRY,-93.8066565,38.3791027
MISSOURI,JACKSON,-94.35835357736804,39.03540865
MISSOURI,JOHNSON,-93.8161034,38.7295547
MISSOURI,LAFAYETTE,-93.8151868,39.0603689
MISSOURI,ST CLAIR,-93.7945456,38.0592942
MISSOURI,VERNON,-94.3800151,37.8639924
MISSOURI,BENTON,-93.3036786,38.2930723
MISSOURI,BOONE,-92.3307534,39.0153926
MISSOURI,CALLAWAY,-91.9257607,38.8491265
MISSOURI,COLE,-92.2956433,38.5189519
MISSOURI,COOPER,-92.8249579,38.8452595
MISSOURI,DALLAS,-93.0219376,37.6832712
MISSOURI,HICKORY,-93.3334746,37.959055
MISSOURI,HOWARD,-92.7181732,39.1321077
MISSOURI,LACLEDE,-92.6324187,37.6475206
MISSOURI,MARIES,-91.928925,38.1683782
MISSOURI,MILLER,-92.4343544,38.2118765
MISSOURI,MONITEAU,-92.5851064,38.6074608
MISSOURI,MORGAN,-92.9183724,38.4177341
MISSOURI,OSAGE,-91.8708392,38.4637283
MISSOURI,PETTIS,-93.2991713,38.7346291
MISSOURI,PHELPS,-91.8168126,37.913292
MISSOURI,POLK,-93.4087994,37.6200803
MISSOURI,PULASKI,-92.2248398,37.8402606
MISSOURI,SALINE,-93.2300648,39.1256186
MISSOURI,CRAWFORD,-91.3156445,37.9920098
MISSOURI,FRANKLIN,-91.0841241,38.4021095
MISSOURI,GASCONADE,-91.5177499,38.4575789
MISSOURI,JEFFERSON,-90.5721889,38.267166
MISSOURI,LINCOLN,-90.959359,39.0605477
MISSOURI,MONTGOMERY,-91.4821326,38.9682313
MISSOURI,PERRY,-89.8430248,37.7107349
MISSOURI,ST CHARLES,-90.6747372,38.7877791
MISSOURI,STE GENEVIEVE,-90.1856637,37.88958
MISSOURI,ST FRANCOIS,-90.5089041,37.7763775
MISSOURI,ST LOUIS,-90.1910154,38.6280278
MISSOURI,WARREN,-91.1453948,38.7535106
MISSOURI,WASHINGTON,-90.879099,37.9559513
MISSOURI,BARRY,-93.8229669,36.7033624
MISSOURI,BARTON,-94.3620755,37.5040024
MISSOURI,CHRISTIAN,-93.1692896,36.9586087
MISSOURI,DADE,-93.8406302,37.4323036
MISSOURI,GREENE,-93.3465486,37.2671929
MISSOURI,JASPER,-94.3103412,37.176515
MISSOURI,LAWRENCE,-93.8535681,37.1036975
MISSOURI,MCDONALD,-94.3529462,36.6259839
MISSOURI,NEWTON,-94.3424195,36.9070237
MISSOURI,BOLLINGER,-90.0296175,37.3310468
MISSOURI,MADISON,-90.3567669,37.4914691
MISSOURI,RIPLEY,-90.8887906,36.6478735
MISSOURI,WAYNE,-90.4809149,37.1129133
MISSOURI,WEBSTER,-92.8792111,37.2895151
MISSOURI,BUTLER,-90.4146358,36.7151346
MISSOURI,CAPE GIRARDEAU,-89.5230357,37.3034933
MISSOURI,DUNKLIN,-90.0591292,36.2156534
MISSOURI,MISSISSIPPI,-89.3336141,36.837087
MISSOURI,NEW MADRID,-89.6780945,36.5749606
MISSOURI,PEMISCOT,-89.8351486,36.2104949
MISSOURI,SCOTT,-89.5523071,37.0516647
MISSOURI,STODDARD,-89.9451636,36.8556646
NEBRASKA,CHEYENNE,-102.9796713,41.2053619
NEBRASKA,DEUEL,-102.3261249,41.1097054
NEBRASKA,GARDEN,-102.3392806,41.6440533
NEBRASKA,SHERIDAN,-102.4089285,42.4542885
NEBRASKA,BOYD,-98.7614212,42.916011
NEBRASKA,BROWN,-99.9120353,42.4068829
NEBRASKA,CHERRY,-101.1503042,42.5560174
NEBRASKA,GARFIELD,-99.0097985,41.895743
NEBRASKA,HOLT,-98.7540783,42.4304452
NEBRASKA,KEYA PAHA,-99.6995454,42.8866032
NEBRASKA,LOGAN,-100.5030548,41.5590057
NEBRASKA,LOUP,-99.4608177,41.9075834
NEBRASKA,ROCK,-99.456071,42.4152603
NEBRASKA,WHEELER,-98.5309487,41.8998069
NEBRASKA,ANTELOPE,-98.0716943,42.1864809
NEBRASKA,BOONE,-98.0544842,41.7103804
NEBRASKA,BURT,-96.3357902,41.855662
NEBRASKA,CEDAR,-97.2399373,42.5947161
NEBRASKA,CUMING,-96.7921475,41.9233919
NEBRASKA,DAKOTA,-96.5677015,42.4049316
NEBRASKA,DIXON,-96.8792569,42.4351249
NEBRASKA,KNOX,-97.8901445,42.6206698
NEBRASKA,MADISON,-97.5961512,41.9064942
NEBRASKA,PIERCE,-97.6036812,42.2591262
NEBRASKA,STANTON,-97.2141158,41.9220687
NEBRASKA,THURSTON,-96.5394986,42.1837827
NEBRASKA,WAYNE,-97.169623,42.1941294
NEBRASKA,BUFFALO,-99.0845451,40.8421618
NEBRASKA,CUSTER,-99.7272241,41.4022198
NEBRASKA,DAWSON,-99.8505693,40.8776438
NEBRASKA,GREELEY,-98.5300914,41.5595746
NEBRASKA,HALL,-98.5122907,40.8627335
NEBRASKA,HOWARD,-98.5174349,41.227424
NEBRASKA,SHERMAN,-98.99384,41.2206877
NEBRASKA,VALLEY,-98.9805484,41.5595723
NEBRASKA,BUTLER,-97.1384119,41.2142454
NEBRASKA,CASS,-96.1922102,40.9017313
NEBRASKA,COLFAX,-97.0828487,41.5738643
NEBRASKA,DODGE,-96.6789773,41.58577
NEBRASKA,DOUGLAS,-96.1415672,41.2954112
NEBRASKA,HAMILTON,-98.0470062,40.8569853
NEBRASKA,LANCASTER,-96.6909842,40.9515685
NEBRASKA,MERRICK,-98.0531937,41.1650536
NEBRASKA,NANCE,-98.002421,41.3947359
NEBRASKA,PLATTE,-97.54136640081376,41.538537500000004
NEBRASKA,POLK,-97.570244,41.1893645
NEBRASKA,SARPY,-96.093081,41.1193462
NEBRASKA,SAUNDERS,-96.6520834,41.2260007
NEBRASKA,SEWARD,-97.1706676,40.8695533
NEBRASKA,WASHINGTON,-96.246548,41.5407766
NEBRASKA,YORK,-97.6001401,40.871617
NEBRASKA,CHASE,-101.6931758,40.5217576
NEBRASKA,DUNDY,-101.6959427,40.1849874
NEBRASKA,FRONTIER,-100.4230266,40.5520473
NEBRASKA,HAYES,-101.0605971,40.5335592
NEBRASKA,HITCHCOCK,-101.0387468,40.1659573
NEBRASKA,KEITH,-101.6862537,41.1973065
NEBRASKA,LINCOLN,-96.7077751,40.8088861
NEBRASKA,PERKINS,-101.6522162,40.8501242
NEBRASKA,RED WILLOW,-100.4550901,40.1686191
NEBRASKA,ADAMS,-98.5148588,40.5125798
NEBRASKA,FRANKLIN,-98.9687585,40.1715234
NEBRASKA,FURNAS,-99.8981009,40.1791278
NEBRASKA,GOSPER,-99.8185651,40.5145053
NEBRASKA,HARLAN,-99.4349368,40.1617382
NEBRASKA,KEARNEY,-98.9472344,40.4906216
NEBRASKA,PHELPS,-99.425665,40.5078647
NEBRASKA,WEBSTER,-98.5260923,40.1677552
NEBRASKA,CLAY,-98.0695257,40.5020772
NEBRASKA,FILLMORE,-97.5997675,40.5292758
NEBRASKA,GAGE,-96.7021336,40.2469449
NEBRASKA,JEFFERSON,-97.1786805,40.185543
NEBRASKA,JOHNSON,-96.2796179,40.3915587
NEBRASKA,NEMAHA,-95.8518344,40.3837713
NEBRASKA,NUCKOLLS,-98.047997,40.1621285
NEBRASKA,OTOE,-96.1444582,40.6566851
NEBRASKA,PAWNEE,-96.2629022,40.1223248
NEBRASKA,RICHARDSON,-95.7607517,40.1194651
NEBRASKA,SALINE,-97.175536,40.5079612
NEBRASKA,THAYER,-97.6348188,40.1682672
OHIO,ALLEN,-84.0572225,40.8077797
OHIO,DEFIANCE,-84.5084835,41.3203058
OHIO,FULTON,-84.1141048,41.6045817
OHIO,HANCOCK,-83.6587588,40.9939911
OHIO,HENRY,-84.0581255,41.2818109
OHIO,LUCAS,-83.621321,41.6508446
OHIO,PAULDING,-84.5902954,41.1628401
OHIO,PUTNAM,-84.1686932,41.0677672
OHIO,VAN WERT,-84.600988,40.8014651
OHIO,WILLIAMS,-84.5923785,41.5018224
OHIO,WOOD,-83.6643025,41.2776661
OHIO,ASHLAND,-82.2360391,40.7887367
OHIO,CRAWFORD,-82.9065596,40.8705909
OHIO,ERIE,-82.640448,41.3506462
OHIO,HURON,-82.591828,41.1305303
OHIO,LORAIN,-82.1734746,41.2633554
OHIO,OTTAWA,-83.213342,41.5421375
OHIO,RICHLAND,-82.5302254,40.776322
OHIO,SANDUSKY,-83.1555438,41.2951563
OHIO,SENECA,-82.99065318849799,39.962939199999994
OHIO,WYANDOT,-83.2810539,40.865471
OHIO,ASHTABULA,-80.789809,41.865054
OHIO,COLUMBIANA,-80.7648602,40.7787016
OHIO,GEAUGA,-81.1850459,41.4768249
OHIO,LAKE,-81.2380032,41.7064789
OHIO,MAHONING,-80.7826416,40.9830133
OHIO,MEDINA,-81.9382517,41.1000764
OHIO,PORTAGE,-81.2082,41.1496775
OHIO,STARK,-81.4399734,40.7214654
OHIO,SUMMIT,-81.5333603,41.1457902
OHIO,TRUMBULL,-80.9539818,41.6781106
OHIO,WAYNE,-81.9034617,40.8615819
OHIO,AUGLAIZE,-84.2641951,40.5942186
OHIO,CHAMPAIGN,-83.7701999,40.1726987
OHIO,CLARK,-83.7905959,39.9229676
OHIO,DARKE,-84.631372,40.168765
OHIO,HARDIN,-83.6835337,40.6880457
OHIO,LOGAN,-83.7414465,40.4430521
OHIO,MERCER,-84.6109122,40.4367866
OHIO,MIAMI,-84.2236524,40.0580258
OHIO,SHELBY,-84.1593008,40.3491604
OHIO,DELAWARE,-82.9651045,40.2317686
OHIO,FAIRFIELD,-82.6418883,39.7886111
OHIO,FAYETTE,-83.4401122,39.5839889
OHIO,FRANKLIN,-84.3041074,39.5589474
OHIO,KNOX,-82.4056302,40.4467896
OHIO,LICKING,-82.4627856,40.1318041
OHIO,MADISON,-83.3937233,39.8868227
OHIO,MARION,-83.1895249,40.5885271
OHIO,MORROW,-82.7771661,40.4574358
OHIO,PICKAWAY,-83.0373284,39.6725327
OHIO,ROSS,-83.077359,39.3455507
OHIO,UNION,-83.3676859,40.3255937
OHIO,BELMONT,-81.0097516,40.0057737
OHIO,CARROLL,-81.0927234,40.5250362
OHIO,COSHOCTON,-81.9271441,40.2905684
OHIO,HARRISON,-81.1289112,40.2694328
OHIO,HOLMES,-81.9304045,40.5840117
OHIO,JEFFERSON,-80.7847619,40.3792938
OHIO,TUSCARAWAS,-81.464888,40.3759469
OHIO,BUTLER,-84.5936897,39.4233043
OHIO,CLERMONT,-84.1566341,39.0678155
OHIO,CLINTON,-83.8445792,39.4259873
OHIO,GREENE,-83.9175037,39.6908207
OHIO,HAMILTON,-84.5501874,39.2085354
OHIO,MONTGOMERY,-84.2854817,39.6837328
OHIO,PREBLE,-84.6411162,39.8125011
