,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20070101,1.84,-13.17,0.0,0.53,0.0,41.35
20070102,4.51,-5.77,0.09,0.52,0.0,52.45
20070103,7.51,-3.17,0.01,0.52,0.0,52.77
20070104,10.01,-1.1,0.36,0.52,0.01,52.23
20070105,3.48,-3.38,0.94,0.52,0.0,11.63
20070106,5.8,-6.37,0.0,0.52,0.0,54.38
20070107,3.99,-4.19,0.0,0.52,0.0,54.74
20070108,9.3,-5.02,0.0,0.51,0.01,54.09
20070109,5.1,-4.03,0.01,0.51,0.0,54.36
20070110,12.77,-2.24,0.0,0.51,0.02,54.19
20070111,6.15,-6.75,0.01,0.5,0.0,44.14
20070112,-7.33,-10.72,0.13,0.5,0.0,22.88
20070113,-7.29,-10.99,1.0,0.49,0.0,23.55
20070114,-6.27,-10.36,1.7,0.49,0.0,15.16
20070115,-4.58,-12.95,0.0,0.49,0.0,46.76
20070116,0.64,-12.69,0.0,0.49,0.0,55.27
20070117,3.81,-10.18,0.32,0.49,0.0,44.69
20070118,3.65,-6.13,0.2,0.49,0.0,57.55
20070119,4.27,-6.76,0.06,0.49,0.0,36.71
20070120,-0.06,-4.51,14.56,0.49,0.0,9.48
20070121,0.56,-7.45,0.54,0.49,0.0,23.52
20070122,0.4,-10.73,0.02,0.49,0.0,57.39
20070123,3.94,-9.07,0.67,0.5,0.0,49.16
20070124,5.86,-3.67,0.64,0.51,0.0,64.26
20070125,10.15,-2.61,0.07,0.51,0.01,63.95
20070126,11.12,-2.28,0.0,0.51,0.01,61.31
20070127,2.83,-6.33,0.0,0.51,0.0,59.02
20070128,4.91,-7.61,0.0,0.5,0.0,63.52
20070129,6.01,-5.17,0.0,0.5,0.0,63.36
20070130,-2.7,-8.52,0.01,0.5,0.0,59.84
20070131,0.11,-6.49,1.89,0.5,0.0,19.09
20070201,1.0,-8.08,0.04,0.5,0.0,51.64
20070202,-2.17,-12.32,0.0,0.49,0.0,63.87
20070203,-0.59,-11.56,0.0,0.49,0.0,42.57
20070204,4.26,-9.25,0.0,0.49,0.0,65.66
20070205,11.22,-4.69,0.0,0.49,0.02,70.9
20070206,17.28,-1.77,0.03,0.49,0.06,67.3
20070207,1.57,-5.81,0.0,0.49,0.0,36.95
20070208,2.48,-6.13,0.0,0.49,0.0,48.65
20070209,-0.28,-4.92,0.0,0.49,0.0,19.59
20070210,1.08,-5.13,0.0,0.49,0.0,26.06
20070211,7.48,-5.24,0.04,0.49,0.0,22.52
20070212,1.82,-2.37,5.99,0.49,0.0,11.56
20070213,-2.99,-11.66,0.07,0.49,0.0,35.49
20070214,-10.85,-14.35,0.45,0.49,0.0,62.66
