,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20090101,19.77,-1.02,0.0,0.55,0.0,64.84
20090102,19.37,3.32,0.0,0.55,0.0,64.34
20090103,26.13,9.53,0.0,0.55,0.0,65.37
20090104,6.84,-2.06,0.0,0.55,0.0,56.28
20090105,0.81,-1.74,5.77,0.55,0.0,19.69
20090106,12.08,0.37,0.11,0.55,0.0,55.88
20090107,15.26,-1.94,0.0,0.55,0.0,66.04
20090108,19.57,1.5,0.0,0.55,0.0,67.81
20090109,24.62,5.95,0.0,0.55,0.0,62.29
20090110,6.13,-3.42,0.0,0.55,0.0,63.43
20090111,15.58,-4.27,0.0,0.55,0.0,68.95
20090112,17.46,0.46,0.0,0.55,0.0,66.25
20090113,7.87,-5.24,0.0,0.54,0.0,69.41
20090114,15.77,-2.74,0.0,0.54,0.0,69.18
20090115,3.8,-6.3,0.0,0.54,0.0,67.1
20090116,3.01,-6.73,0.0,0.54,0.0,30.06
20090117,16.73,-1.26,0.0,0.54,0.0,68.77
20090118,16.89,1.15,0.0,0.54,0.0,71.12
20090119,14.65,4.18,0.0,0.54,0.0,72.91
20090120,11.84,0.91,0.0,0.54,0.0,74.16
20090121,18.31,-0.3,0.0,0.54,0.0,74.18
20090122,26.38,0.65,0.0,0.54,0.0,73.21
20090123,23.34,3.4,0.0,0.53,0.0,59.63
20090124,4.71,-3.35,0.0,0.53,0.0,30.22
20090125,11.68,-1.92,0.0,0.53,0.0,67.77
20090126,4.16,-1.25,1.65,0.53,0.0,11.84
20090127,-0.52,-5.85,3.56,0.54,0.0,12.59
20090128,4.65,-8.12,0.0,0.54,0.0,77.23
20090129,12.07,-4.88,0.0,0.54,0.0,76.38
20090130,16.35,-2.27,0.02,0.54,0.0,78.98
20090131,20.77,0.66,0.0,0.54,0.0,81.15
20090201,18.82,3.02,0.0,0.54,0.0,77.73
20090202,13.51,-1.67,0.0,0.54,0.0,77.07
20090203,17.59,-0.98,0.0,0.53,0.0,81.7
20090204,12.42,-3.58,0.0,0.53,0.0,82.55
20090205,21.24,0.69,0.0,0.53,0.0,82.73
20090206,24.2,8.62,0.0,0.53,0.0,75.1
20090207,25.84,13.62,0.0,0.53,0.0,69.7
20090208,21.57,11.62,0.73,0.53,0.0,38.25
20090209,21.48,10.5,9.87,0.55,0.0,72.2
20090210,23.31,9.87,11.57,0.55,0.0,52.08
20090211,17.5,7.25,0.24,0.57,0.02,87.95
20090212,21.51,4.08,0.0,0.56,0.02,75.9
20090213,19.85,4.44,0.0,0.56,0.01,47.49
20090214,9.73,-0.95,2.54,0.56,0.0,51.48
20090215,13.48,1.02,0.0,0.56,0.01,86.52
20090216,14.12,0.7,0.01,0.56,0.0,73.8
20090217,21.28,8.19,0.06,0.56,0.01,59.2
20090218,21.12,6.97,0.0,0.56,0.02,93.8
20090219,13.45,0.04,0.0,0.55,0.0,93.34
20090220,20.54,1.08,0.0,0.55,0.01,95.63
20090221,10.52,-0.14,0.0,0.55,0.0,95.59
20090222,16.33,-3.1,0.0,0.55,0.01,96.99
20090223,18.51,2.24,0.0,0.55,0.0,87.66
20090224,28.48,6.26,0.0,0.55,0.01,95.85
20090225,26.58,8.13,0.0,0.55,0.01,95.18
20090226,30.83,14.02,0.0,0.55,0.01,96.78
20090227,15.12,5.05,0.02,0.54,0.0,49.28
20090228,7.54,-1.5,0.0,0.54,0.0,104.44
20090301,10.69,-5.0,0.0,0.54,0.0,104.75
20090302,15.7,-4.18,0.0,0.54,0.0,80.71
20090303,19.85,2.76,0.0,0.54,0.0,92.75
20090304,26.58,8.01,0.0,0.54,0.0,94.55
20090305,32.28,12.76,0.0,0.54,0.0,87.58
20090306,27.78,15.12,0.01,0.53,0.0,90.04
20090307,27.15,16.6,0.0,0.53,0.0,49.25
20090308,25.28,13.22,0.0,0.53,0.0,89.15
20090309,26.27,14.56,0.0,0.53,0.0,60.41
20090310,27.33,6.31,3.62,0.53,0.0,56.96
20090311,5.65,1.39,12.71,0.55,0.0,32.83
20090312,6.12,1.12,11.3,0.57,0.0,41.25
20090313,6.97,2.78,11.34,0.58,0.0,21.91
20090314,13.52,3.58,1.91,0.59,0.03,63.43
20090315,18.72,2.03,0.0,0.59,0.1,96.09
20090316,24.78,6.94,0.12,0.59,0.14,113.88
20090317,29.33,8.41,0.0,0.59,0.21,115.59
20090318,28.53,10.3,0.0,0.58,0.16,111.63
20090319,27.19,10.39,0.14,0.58,0.11,82.38
20090320,23.52,10.65,0.03,0.57,0.06,100.53
20090321,22.9,12.55,0.0,0.57,0.05,70.86
20090322,25.13,12.51,0.0,0.57,0.06,88.05
20090323,26.74,16.33,0.01,0.57,0.06,57.3
20090324,23.14,10.37,0.32,0.56,0.07,113.78
20090325,18.69,7.8,1.32,0.56,0.02,36.4
20090326,27.63,8.47,3.53,0.57,0.07,62.79
20090327,21.29,0.67,2.78,0.57,0.02,33.77
20090328,11.36,0.19,0.08,0.57,0.01,69.43
20090329,22.01,0.06,0.0,0.57,0.07,120.93
20090330,27.45,9.69,3.22,0.57,0.06,108.28
20090331,18.57,4.94,0.01,0.57,0.05,132.41
20090401,25.05,4.11,0.07,0.56,0.07,112.99
20090402,16.42,5.0,0.08,0.56,0.02,103.48
20090403,23.25,3.01,0.0,0.55,0.04,131.45
20090404,30.98,9.92,0.0,0.55,0.06,126.29
20090405,15.52,5.27,0.0,0.55,0.01,135.38
20090406,14.65,1.07,0.0,0.55,0.01,137.55
20090407,23.44,-1.77,0.0,0.55,0.02,137.23
20090408,32.53,7.82,0.0,0.55,0.03,124.38
20090409,32.34,15.07,0.03,0.54,0.02,110.73
20090410,21.1,7.71,0.0,0.54,0.0,125.74
20090411,23.19,6.29,1.89,0.54,0.0,119.09
20090412,22.96,11.94,38.36,0.59,0.29,55.02
20090413,19.25,7.97,0.01,0.59,0.18,99.28
20090414,25.7,6.92,0.0,0.59,0.3,132.25
20090415,21.82,8.69,0.01,0.59,0.12,89.64
20090416,24.62,11.32,2.92,0.59,0.15,83.19
20090417,21.93,14.33,15.55,0.59,0.09,28.62
20090418,26.23,13.55,0.9,0.61,0.55,67.42
20090419,22.22,9.85,0.0,0.6,0.32,111.49
20090420,27.83,7.71,0.0,0.59,0.45,139.79
20090421,31.18,11.74,0.0,0.59,0.46,140.26
20090422,35.97,12.22,0.0,0.59,0.46,138.92
20090423,32.26,17.3,0.0,0.58,0.19,133.82
20090424,28.77,17.96,0.0,0.57,0.12,100.88
20090425,27.61,18.91,0.0,0.57,0.08,92.69
20090426,25.39,20.49,1.14,0.57,0.05,48.51
20090427,25.52,17.52,3.42,0.57,0.05,60.97
20090428,23.47,14.04,0.83,0.58,0.07,82.3
20090429,24.26,19.76,95.57,0.64,0.08,22.65
20090430,28.65,17.95,2.11,0.7,1.56,103.39
20090501,29.27,19.64,0.3,0.68,1.65,61.41
20090502,23.84,14.54,13.75,0.68,0.32,26.62
20090503,21.23,12.44,0.16,0.69,1.07,44.05
20090504,22.2,10.03,0.15,0.68,1.3,100.53
20090505,24.42,14.47,4.07,0.68,0.52,37.66
20090506,28.28,19.66,3.4,0.68,1.44,87.39
20090507,31.49,18.7,0.02,0.67,2.09,100.46
20090508,34.57,20.83,4.42,0.66,2.19,124.96
20090509,23.88,14.93,3.01,0.66,1.33,35.95
20090510,24.87,14.0,2.8,0.66,0.81,38.81
20090511,21.39,15.0,13.49,0.67,0.56,57.75
20090512,28.97,14.59,5.18,0.68,1.4,94.96
20090513,31.8,19.98,1.89,0.67,2.21,140.77
20090514,28.34,19.04,1.13,0.66,1.14,105.67
20090515,28.66,18.87,10.18,0.66,1.19,128.97
20090516,20.58,12.14,13.84,0.69,0.21,46.18
20090517,22.65,8.26,0.0,0.69,1.76,149.48
20090518,24.18,9.33,0.0,0.67,1.96,156.09
20090519,25.75,9.83,0.0,0.66,1.99,156.95
20090520,26.26,11.02,0.0,0.66,1.95,156.56
20090521,27.86,12.07,0.0,0.65,1.94,153.55
20090522,28.12,17.82,0.3,0.64,1.55,116.32
20090523,24.9,19.02,4.64,0.63,0.37,117.51
20090524,26.13,18.29,3.21,0.64,0.89,102.3
20090525,28.99,16.55,1.34,0.64,1.39,141.89
20090526,30.44,18.56,14.02,0.64,1.17,141.21
20090527,25.28,13.44,0.0,0.65,1.72,155.69
20090528,28.37,13.33,0.0,0.63,1.73,158.23
20090529,29.98,16.7,0.01,0.62,1.7,160.06
20090530,32.81,13.91,0.0,0.62,1.51,156.45
20090531,34.13,16.05,0.0,0.61,1.3,155.52
20090601,29.99,20.78,7.7,0.61,0.38,130.16
20090602,27.55,19.26,9.06,0.62,0.37,118.02
20090603,25.98,18.13,2.15,0.62,0.79,83.88
20090604,26.75,14.83,0.0,0.62,1.22,155.93
20090605,31.31,14.86,0.0,0.61,1.23,157.38
20090606,33.87,17.91,0.32,0.6,0.86,127.3
20090607,32.8,20.4,0.22,0.59,0.55,129.2
20090608,35.2,19.94,0.01,0.59,0.73,152.63
20090609,35.61,21.43,0.05,0.59,0.48,142.29
20090610,29.15,21.52,23.84,0.6,0.2,63.59
20090611,31.37,20.52,4.46,0.62,0.92,93.88
20090612,35.18,21.92,2.08,0.62,1.23,131.96
20090613,34.76,23.61,8.71,0.62,1.09,145.69
20090614,34.71,21.77,0.79,0.62,1.21,143.07
20090615,34.55,21.58,0.0,0.61,0.98,147.7
20090616,36.4,22.2,0.0,0.6,0.93,157.66
20090617,36.44,21.45,0.0,0.59,0.7,156.02
20090618,36.74,22.61,0.0,0.58,0.52,149.62
20090619,36.52,22.96,0.11,0.58,0.37,120.55
20090620,37.04,22.69,0.0,0.57,0.3,150.38
20090621,38.08,23.12,0.0,0.56,0.23,155.23
20090622,39.3,23.48,0.0,0.55,0.19,157.45
20090623,39.86,22.56,0.01,0.55,0.13,152.05
20090624,39.6,24.05,0.21,0.55,0.08,148.3
20090625,40.29,24.08,0.01,0.55,0.06,155.7
20090626,40.15,24.01,0.0,0.54,0.04,150.62
20090627,41.78,24.82,0.0,0.54,0.03,155.16
20090628,39.28,24.45,1.98,0.54,0.01,147.2
20090629,34.17,23.84,7.97,0.55,0.02,63.9
20090630,37.31,23.8,0.57,0.55,0.06,114.55
20090701,39.21,22.73,0.78,0.54,0.04,156.58
20090702,40.71,24.18,0.0,0.54,0.03,155.04
20090703,41.49,24.4,0.0,0.53,0.01,150.64
20090704,38.3,27.83,8.15,0.54,0.01,143.73
20090705,27.99,22.24,9.4,0.55,0.01,55.63
20090706,32.92,19.65,0.0,0.55,0.1,132.7
20090707,35.74,21.31,0.0,0.55,0.09,151.86
20090708,40.08,22.63,0.04,0.55,0.05,149.77
20090709,41.89,24.03,0.23,0.54,0.03,145.51
20090710,42.65,25.05,0.0,0.54,0.02,151.67
20090711,42.01,25.54,0.0,0.53,0.01,154.31
20090712,42.44,25.58,0.0,0.53,0.0,151.04
20090713,43.08,26.37,0.0,0.53,0.0,154.58
20090714,43.14,27.56,0.0,0.52,0.0,155.61
20090715,42.8,26.3,0.0,0.52,0.0,156.55
20090716,40.49,26.34,6.09,0.53,0.0,135.76
20090717,36.51,23.94,2.11,0.54,0.0,148.07
20090718,36.55,21.72,0.02,0.53,0.0,138.4
20090719,38.37,23.21,1.55,0.53,0.0,141.13
20090720,33.36,24.48,9.33,0.54,0.0,86.91
20090721,36.65,22.65,1.58,0.55,0.02,128.77
20090722,31.26,19.88,0.0,0.54,0.0,130.91
20090723,35.39,18.63,0.06,0.54,0.0,114.89
20090724,37.61,22.9,0.35,0.53,0.0,129.63
20090725,41.23,24.73,0.0,0.53,0.0,144.09
20090726,38.66,25.13,1.99,0.53,0.0,109.01
20090727,28.69,23.07,10.91,0.54,0.0,48.95
20090728,34.83,21.98,6.75,0.55,0.05,119.46
20090729,30.78,24.04,30.39,0.59,0.17,104.88
20090730,30.95,22.27,3.36,0.6,0.47,103.49
20090731,33.35,20.19,1.2,0.59,0.57,108.48
20090801,32.94,22.27,8.56,0.6,0.4,129.19
20090802,35.65,22.62,0.0,0.59,0.65,145.05
20090803,38.46,23.67,0.0,0.59,0.6,148.2
20090804,38.8,23.27,0.0,0.58,0.41,149.34
20090805,39.5,23.51,5.64,0.58,0.31,122.6
20090806,37.8,23.89,0.04,0.58,0.28,123.76
20090807,38.94,24.38,0.0,0.57,0.25,145.01
20090808,37.7,24.14,0.0,0.56,0.15,146.45
20090809,35.95,24.36,0.0,0.55,0.08,141.93
20090810,37.32,24.45,0.0,0.55,0.06,145.8
20090811,35.65,24.65,1.72,0.55,0.04,116.42
20090812,36.08,22.87,0.08,0.55,0.03,133.57
20090813,35.78,20.36,0.01,0.55,0.02,117.41
20090814,35.26,21.83,1.05,0.54,0.01,106.92
20090815,38.06,24.12,0.02,0.54,0.01,130.3
20090816,38.46,24.67,0.0,0.54,0.0,142.09
20090817,39.23,24.54,0.04,0.53,0.0,140.48
20090818,36.95,24.83,0.24,0.53,0.0,123.37
20090819,38.96,24.09,0.04,0.53,0.0,138.49
20090820,39.33,25.45,7.18,0.53,0.0,128.55
20090821,37.53,22.38,0.54,0.54,0.0,134.59
20090822,37.39,20.15,1.7,0.54,0.0,137.45
20090823,37.27,22.01,0.02,0.53,0.0,132.21
20090824,40.05,21.85,0.0,0.53,0.0,133.6
20090825,41.47,23.67,0.0,0.53,0.0,128.53
20090826,40.83,24.3,1.0,0.53,0.0,121.66
20090827,29.0,22.5,9.9,0.54,0.0,104.38
20090828,33.19,20.11,0.21,0.55,0.01,126.52
20090829,32.89,17.21,0.0,0.54,0.0,127.04
20090830,31.47,18.53,0.0,0.54,0.0,126.77
20090831,31.09,16.62,0.0,0.53,0.0,110.92
20090901,33.16,18.92,0.0,0.53,0.0,113.09
20090902,37.48,20.51,0.0,0.53,0.0,107.85
20090903,37.98,22.58,3.51,0.53,0.0,87.68
20090904,31.51,20.34,2.13,0.54,0.0,55.41
20090905,30.12,21.75,0.52,0.54,0.0,105.88
20090906,35.26,21.17,1.38,0.54,0.0,103.78
20090907,35.6,21.52,0.57,0.53,0.0,109.03
20090908,36.44,21.63,0.05,0.53,0.0,117.76
20090909,35.26,22.36,0.11,0.53,0.0,114.34
20090910,33.88,23.16,8.53,0.54,0.0,83.16
20090911,25.93,22.16,16.85,0.55,0.0,45.28
20090912,24.01,20.76,43.23,0.61,0.05,36.99
20090913,24.01,18.57,36.24,0.68,0.36,34.44
20090914,22.71,17.43,5.31,0.69,0.21,35.18
20090915,27.23,18.47,0.1,0.68,1.21,56.36
20090916,23.34,19.01,6.19,0.67,0.34,43.16
20090917,25.04,18.72,4.35,0.68,0.45,41.05
20090918,25.83,18.58,0.33,0.68,0.81,65.59
20090919,27.58,18.48,0.34,0.67,1.09,84.06
20090920,30.0,20.07,0.0,0.66,1.5,103.38
20090921,31.34,18.98,4.8,0.66,1.14,102.54
20090922,19.91,14.98,4.12,0.66,0.5,49.72
20090923,22.9,10.88,0.02,0.66,0.8,56.21
20090924,21.26,12.53,1.35,0.66,0.37,41.55
20090925,25.96,10.45,0.0,0.65,1.1,116.26
20090926,30.02,13.95,1.55,0.65,1.11,114.09
20090927,33.66,16.94,0.0,0.64,1.36,102.38
20090928,25.73,13.73,0.0,0.63,1.03,109.1
20090929,25.99,10.51,0.0,0.62,0.83,112.96
20090930,29.65,13.8,0.03,0.62,0.68,79.44
20091001,32.3,14.48,3.53,0.62,0.76,89.77
20091002,24.34,8.9,0.0,0.62,0.62,110.48
20091003,24.6,9.44,6.33,0.61,0.35,74.91
20091004,21.15,14.34,15.04,0.64,0.29,24.33
20091005,23.86,11.89,1.02,0.64,0.5,29.41
20091006,23.95,14.1,11.88,0.65,0.48,41.86
20091007,20.55,11.94,1.94,0.66,0.37,22.16
20091008,27.92,14.71,23.78,0.66,0.3,44.2
20091009,14.26,7.4,31.18,0.72,0.19,37.27
20091010,16.46,5.9,0.17,0.71,0.48,35.63
20091011,16.73,7.98,3.03,0.7,0.32,36.41
20091012,20.88,10.85,6.15,0.71,0.5,29.48
20091013,21.71,15.48,4.6,0.72,0.18,27.04
20091014,28.93,16.65,0.57,0.71,0.69,40.14
20091015,21.08,10.42,0.11,0.71,0.54,52.35
20091016,19.29,8.92,0.0,0.7,0.62,93.62
20091017,21.26,7.71,0.01,0.7,0.77,96.77
20091018,21.01,5.87,0.0,0.7,0.6,83.88
20091019,23.93,10.11,0.0,0.69,0.79,83.14
20091020,25.02,13.8,0.01,0.68,0.87,92.46
20091021,21.19,16.72,57.0,0.7,0.11,17.27
20091022,17.41,7.44,11.0,0.76,0.3,49.33
20091023,16.46,4.26,0.54,0.75,0.4,92.67
20091024,21.93,5.24,0.0,0.74,0.67,90.14
20091025,21.85,10.96,6.65,0.74,0.24,50.61
20091026,11.58,7.85,3.67,0.75,0.03,37.22
20091027,17.83,5.29,1.16,0.75,0.46,89.99
20091028,21.1,7.88,2.71,0.74,0.28,22.84
20091029,22.1,8.8,16.64,0.76,0.26,20.53
20091030,14.77,4.98,1.66,0.77,0.32,87.41
20091031,20.83,3.23,0.0,0.76,0.49,78.61
20091101,22.69,6.84,0.0,0.75,0.58,87.2
20091102,22.39,6.86,0.0,0.75,0.6,83.48
20091103,22.22,7.45,0.0,0.74,0.51,81.63
20091104,23.93,8.43,0.0,0.73,0.61,80.02
20091105,23.32,9.76,0.0,0.73,0.59,77.59
20091106,23.2,9.6,0.0,0.73,0.62,78.66
20091107,22.44,9.33,0.0,0.73,0.51,80.28
20091108,22.37,12.76,0.01,0.72,0.48,49.2
20091109,22.84,13.05,0.18,0.72,0.51,59.83
20091110,22.58,11.69,0.0,0.72,0.51,72.38
20091111,20.33,9.91,0.0,0.71,0.41,53.88
20091112,21.79,9.19,0.01,0.71,0.42,66.2
20091113,22.59,11.41,0.0,0.7,0.46,51.13
20091114,23.8,13.54,0.0,0.7,0.43,60.15
20091115,18.3,11.92,2.94,0.7,0.12,26.01
20091116,11.01,3.52,0.02,0.7,0.1,54.8
20091117,13.05,1.92,0.0,0.7,0.16,72.02
20091118,18.08,0.62,0.0,0.7,0.34,70.04
20091119,20.45,5.48,0.15,0.7,0.34,68.83
20091120,14.07,8.86,4.91,0.7,0.02,27.63
20091121,17.65,8.51,0.5,0.7,0.21,41.59
20091122,17.94,6.63,0.03,0.7,0.28,52.15
20091123,20.4,6.25,0.05,0.7,0.32,61.58
20091124,14.66,3.48,0.0,0.69,0.22,69.62
20091125,17.37,0.57,0.0,0.69,0.28,66.41
20091126,15.58,0.42,0.0,0.69,0.23,70.27
20091127,18.26,2.89,0.0,0.68,0.22,66.06
20091128,19.57,6.57,0.0,0.68,0.31,64.3
20091129,12.88,4.38,1.74,0.68,0.03,12.57
20091130,12.63,0.75,0.0,0.68,0.14,65.7
20091201,11.15,0.28,13.13,0.68,0.06,19.84
20091202,7.2,-0.91,11.49,0.71,0.0,35.02
20091203,5.01,-3.66,0.0,0.71,0.0,50.02
20091204,3.91,-4.14,0.0,0.71,0.0,57.85
20091205,7.55,-4.67,0.0,0.71,0.0,63.66
20091206,6.36,-0.46,0.06,0.7,0.0,20.99
20091207,4.5,-2.07,0.72,0.7,0.0,18.96
20091208,12.23,-0.17,2.04,0.71,0.01,27.95
20091209,1.05,-7.05,0.0,0.7,0.0,60.29
20091210,3.29,-6.2,0.0,0.7,0.0,64.98
20091211,8.48,-3.32,0.02,0.7,0.01,22.3
20091212,10.86,2.44,0.14,0.7,0.02,24.23
20091213,18.48,1.73,0.01,0.7,0.19,58.87
20091214,15.06,-0.02,0.0,0.7,0.17,61.46
20091215,4.45,-4.45,0.0,0.7,0.0,63.75
20091216,6.89,-4.86,0.0,0.7,0.0,39.81
20091217,13.07,0.64,0.0,0.7,0.09,51.98
20091218,13.23,0.38,0.0,0.7,0.09,63.21
20091219,9.37,-0.42,0.0,0.69,0.03,63.45
20091220,17.32,-2.68,0.0,0.69,0.15,62.88
20091221,16.61,2.2,0.0,0.69,0.13,58.82
20091222,16.32,8.49,0.0,0.69,0.03,32.18
20091223,20.41,6.62,2.97,0.69,0.17,54.29
20091224,5.76,-6.09,17.09,0.7,0.0,15.2
20091225,2.12,-11.71,0.0,0.7,0.0,53.7
20091226,4.25,-6.63,0.0,0.7,0.0,63.91
20091227,4.62,-6.27,0.0,0.7,0.0,64.52
20091228,6.99,-5.28,0.0,0.7,0.0,63.12
20091229,3.82,-0.67,5.14,0.71,0.0,17.77
20091230,12.58,-0.28,0.3,0.71,0.04,55.54
20091231,6.04,-3.59,1.81,0.71,0.0,15.25
