,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20090101,8.75,-3.46,0.09,0.72,0.02,55.09
20090102,14.8,-0.99,0.0,0.72,0.09,31.82
20090103,20.1,0.4,0.01,0.72,0.23,55.24
20090104,0.91,-5.34,0.0,0.72,0.0,48.73
20090105,2.41,-5.1,0.01,0.72,0.0,36.85
20090106,4.94,-2.94,0.01,0.72,0.01,23.45
20090107,7.89,-3.19,0.0,0.71,0.02,49.16
20090108,8.29,-2.65,0.0,0.71,0.03,57.16
20090109,16.82,1.9,0.86,0.71,0.1,30.91
20090110,0.92,-4.41,0.02,0.71,0.0,58.21
20090111,8.86,-4.56,0.0,0.71,0.02,56.77
20090112,9.98,-4.42,0.0,0.71,0.04,44.4
20090113,-0.25,-8.56,0.0,0.71,0.0,62.77
20090114,6.15,-7.17,0.0,0.7,0.01,36.82
20090115,-7.53,-11.81,0.01,0.7,0.0,21.34
20090116,1.76,-11.81,0.0,0.7,0.0,52.66
20090117,8.19,-4.43,0.0,0.7,0.01,62.8
20090118,8.62,-2.18,0.0,0.7,0.02,63.27
20090119,3.0,-2.21,0.0,0.7,0.0,64.63
20090120,2.9,-3.6,0.0,0.7,0.0,37.31
20090121,7.68,-3.56,0.0,0.7,0.02,65.55
20090122,14.83,-1.03,0.0,0.7,0.07,55.39
20090123,7.17,-2.73,0.01,0.7,0.01,40.17
20090124,-0.9,-7.12,0.0,0.7,0.0,66.91
20090125,3.19,-4.85,0.0,0.7,0.0,24.41
20090126,0.8,-4.31,2.61,0.7,0.0,10.05
20090127,-2.86,-10.71,23.31,0.7,0.0,9.33
20090128,-3.26,-17.54,0.05,0.7,0.0,67.17
20090129,1.79,-11.67,0.02,0.7,0.0,68.95
20090130,6.33,-7.14,0.0,0.71,0.0,67.28
20090131,10.65,-2.06,0.0,0.72,0.04,72.48
20090201,9.4,-1.51,0.04,0.73,0.05,70.96
20090202,7.42,-4.47,0.0,0.72,0.03,63.23
20090203,0.37,-5.86,0.0,0.72,0.0,49.18
20090204,3.48,-5.96,0.0,0.72,0.01,73.85
20090205,12.83,-2.14,0.0,0.72,0.07,71.07
20090206,17.83,5.48,0.0,0.72,0.2,70.09
20090207,19.63,12.41,0.0,0.71,0.18,40.6
20090208,19.45,11.39,0.05,0.71,0.16,48.41
20090209,17.17,9.62,5.59,0.71,0.23,63.03
20090210,19.2,7.18,40.27,0.72,0.16,66.41
20090211,13.12,3.37,12.23,0.78,0.04,47.53
20090212,14.15,1.44,0.0,0.77,0.09,57.31
20090213,17.16,1.64,0.0,0.77,0.21,68.9
20090214,8.04,-2.89,0.25,0.77,0.05,67.12
20090215,5.73,-3.03,0.12,0.77,0.01,41.85
20090216,9.12,-4.3,0.0,0.77,0.05,81.59
20090217,14.55,3.51,1.0,0.76,0.05,38.75
20090218,11.99,-1.85,0.01,0.76,0.16,82.0
20090219,5.07,-6.1,0.0,0.76,0.02,79.79
20090220,14.97,-2.05,0.0,0.75,0.21,87.8
20090221,5.05,-4.11,0.0,0.75,0.02,91.41
20090222,7.2,-4.38,0.0,0.75,0.07,83.41
20090223,11.87,-2.41,0.0,0.74,0.15,70.68
20090224,10.89,3.4,0.0,0.74,0.05,58.38
20090225,20.36,5.83,0.0,0.74,0.36,77.79
20090226,22.21,6.23,1.19,0.74,0.31,54.05
20090227,8.27,-3.41,0.48,0.73,0.06,85.07
20090228,0.68,-6.24,0.41,0.73,0.0,50.19
20090301,2.61,-7.16,0.0,0.73,0.01,91.86
20090302,7.63,-5.54,0.0,0.73,0.05,75.1
20090303,9.72,-1.95,0.0,0.73,0.09,64.61
20090304,15.4,0.33,0.18,0.73,0.12,79.78
20090305,22.8,11.0,0.0,0.73,0.54,88.26
20090306,24.87,13.04,0.0,0.72,0.73,90.35
20090307,21.15,15.47,0.18,0.71,0.27,44.5
20090308,17.3,8.1,0.21,0.71,0.46,104.53
20090309,21.11,7.23,0.96,0.71,0.21,49.56
