,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20100101,-4.33,-13.99,0.56,0.43,0.0,22.66
20100102,3.29,-6.27,0.81,0.43,0.0,21.05
20100103,1.87,-8.49,0.03,0.44,0.0,31.98
20100104,-1.19,-7.61,1.59,0.44,0.0,26.47
20100105,-2.92,-13.49,6.92,0.44,0.0,14.14
20100106,-13.75,-18.95,0.21,0.44,0.0,33.6
20100107,-11.73,-25.41,0.07,0.43,0.0,34.76
20100108,-2.26,-16.9,0.22,0.43,0.0,27.84
20100109,1.47,-9.81,1.31,0.44,0.0,28.51
20100110,1.94,-5.39,0.0,0.44,0.0,33.31
20100111,2.76,-4.5,0.04,0.44,0.0,30.77
20100112,4.44,-2.41,0.18,0.45,0.0,27.98
20100113,5.22,-1.28,0.05,0.45,0.0,36.06
20100114,4.81,-4.13,0.0,0.45,0.0,28.33
20100115,5.12,-4.91,0.07,0.45,0.0,26.52
20100116,4.8,-0.77,0.18,0.45,0.0,30.98
20100117,6.69,-3.68,0.0,0.45,0.0,37.09
20100118,6.83,-2.59,0.01,0.45,0.0,34.94
20100119,5.83,-2.2,0.0,0.45,0.0,33.34
20100120,5.62,-4.08,0.0,0.45,0.0,38.32
20100121,1.87,-4.98,0.0,0.45,0.0,36.19
20100122,-1.9,-6.2,6.03,0.45,0.01,9.05
20100123,-5.56,-8.1,3.59,0.45,0.0,10.65
20100124,-4.46,-12.16,0.55,0.45,0.0,29.76
20100125,-5.12,-15.15,0.04,0.45,0.0,28.12
20100126,-6.05,-12.49,0.46,0.45,0.0,23.34
20100127,-3.88,-15.61,0.0,0.45,0.0,47.55
20100128,0.67,-13.94,0.01,0.45,0.0,38.39
20100129,2.32,-9.14,0.04,0.45,0.0,39.87
20100130,-1.98,-9.74,0.15,0.45,0.0,30.34
20100131,-6.48,-11.35,4.85,0.45,0.0,16.74
20100201,1.51,-10.63,0.66,0.45,0.0,26.88
20100202,2.04,-9.49,0.06,0.45,0.0,29.27
20100203,3.08,-9.02,0.03,0.45,0.0,46.64
20100204,2.34,-6.77,1.21,0.46,0.0,38.91
20100205,1.3,-8.96,0.61,0.46,0.0,44.17
