,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20050101,-13.76,-17.76,4.03,0.42,0.0,19.27
20050102,-14.77,-21.36,0.01,0.42,0.0,32.72
20050103,-10.56,-20.18,0.04,0.42,0.0,30.99
20050104,-17.63,-23.4,0.02,0.42,0.0,33.67
20050105,-15.73,-23.42,0.02,0.42,0.0,29.66
20050106,-3.35,-19.24,0.1,0.42,0.0,33.97
20050107,-10.77,-14.87,0.28,0.42,0.0,30.76
20050108,-8.09,-14.95,0.55,0.42,0.0,19.02
20050109,-11.42,-18.6,0.51,0.42,0.0,38.43
20050110,-6.55,-20.27,0.02,0.42,0.0,35.65
20050111,-6.55,-16.68,0.82,0.42,0.0,25.08
20050112,-4.24,-23.41,0.04,0.42,0.0,31.16
20050113,-20.15,-30.24,0.0,0.42,0.0,34.98
20050114,-19.77,-30.08,0.0,0.42,0.0,37.01
20050115,-15.32,-27.65,0.0,0.42,0.0,36.44
20050116,-14.0,-27.19,0.0,0.42,0.0,37.91
20050117,-7.8,-21.31,0.07,0.42,0.0,29.02
20050118,4.01,-7.6,0.51,0.42,-0.0,33.93
20050119,1.76,-7.65,0.97,0.43,0.0,19.82
20050120,-3.73,-8.56,0.56,0.43,0.0,18.99
20050121,-1.3,-21.67,2.31,0.43,0.0,17.2
20050122,-10.42,-24.34,0.03,0.43,0.0,30.55
20050123,2.57,-9.88,0.19,0.43,0.0,38.19
20050124,5.54,-2.92,0.11,0.43,0.0,41.41
20050125,3.24,-6.99,0.02,0.43,0.0,38.78
20050126,-5.09,-13.29,0.0,0.43,0.0,30.01
20050127,3.44,-10.48,0.01,0.43,0.0,24.88
20050128,3.59,-5.35,0.09,0.43,0.0,30.9
20050129,-1.38,-8.8,0.04,0.43,0.0,16.01
20050130,5.06,-6.42,0.05,0.43,0.0,28.17
20050131,3.92,-5.74,0.08,0.43,0.0,46.2
20050201,7.63,-3.29,0.0,0.43,0.0,45.62
20050202,7.59,-3.11,0.0,0.43,0.0,37.52
20050203,10.24,-1.09,0.0,0.43,0.0,44.51
20050204,8.89,-1.25,0.01,0.43,0.0,39.64
20050205,1.8,-9.34,0.03,0.43,0.0,20.08
20050206,-10.04,-17.58,0.01,0.43,0.0,45.5
20050207,-13.82,-19.54,0.25,0.43,0.0,43.26
20050208,-6.03,-14.43,0.27,0.43,0.0,45.66
20050209,-0.51,-12.5,0.01,0.43,0.0,40.05
20050210,6.5,-7.1,0.0,0.43,0.0,53.55
20050211,8.58,-3.85,0.0,0.43,0.0,53.79
20050212,8.33,-2.57,0.0,0.42,0.0,43.11
20050213,9.07,-0.22,0.02,0.42,0.0,46.94
20050214,2.09,-7.08,0.04,0.42,0.0,30.23
20050215,-2.63,-8.85,0.17,0.42,0.0,40.51
20050216,-2.6,-11.22,0.01,0.42,0.0,58.67
20050217,-3.25,-9.05,0.13,0.42,0.0,50.59
20050218,-1.49,-12.15,0.05,0.42,0.0,59.87
20050219,-5.08,-14.15,0.12,0.42,0.0,49.7
20050220,0.26,-12.17,0.04,0.42,0.0,46.53
20050221,0.98,-11.82,0.01,0.42,0.0,54.92
20050222,0.82,-9.42,0.05,0.42,0.0,53.27
20050223,1.12,-8.75,0.0,0.42,0.0,64.98
20050224,7.89,-8.01,0.0,0.42,0.0,66.65
20050225,3.29,-5.08,0.01,0.42,0.0,68.23
20050226,4.47,-6.31,0.0,0.42,0.0,63.38
20050227,0.34,-8.66,0.05,0.42,0.0,55.36
20050228,-0.38,-10.66,0.01,0.42,0.0,70.38
20050301,7.48,-8.58,0.0,0.42,0.0,69.59
20050302,6.43,-7.3,0.0,0.42,0.0,71.72
