,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20010101,5.11,-5.42,0.02,0.4,0.0,21.37
20010102,1.67,-5.21,0.18,0.4,0.0,26.63
20010103,13.3,-3.09,0.0,0.39,0.01,66.14
20010104,17.94,-0.66,0.02,0.39,0.02,68.55
20010105,15.41,0.84,0.0,0.39,0.01,67.45
20010106,20.22,2.08,0.0,0.39,0.02,55.52
20010107,11.76,0.36,0.15,0.39,0.01,64.58
20010108,12.51,-2.59,0.65,0.39,0.01,68.93
20010109,12.19,-2.1,0.59,0.39,0.01,60.25
20010110,5.29,-0.85,10.0,0.4,0.0,15.37
20010111,14.83,-1.1,0.0,0.4,0.01,63.16
20010112,9.94,0.01,0.22,0.41,0.0,38.12
20010113,14.05,1.12,0.02,0.41,0.01,68.26
20010114,11.54,-3.32,0.08,0.4,0.01,71.34
20010115,13.24,-0.53,0.18,0.4,0.01,60.03
20010116,4.82,-0.8,1.21,0.4,0.01,14.26
20010117,3.23,-4.04,0.64,0.4,0.0,16.56
20010118,6.65,-4.39,1.75,0.4,0.0,40.04
20010119,7.8,-5.19,0.0,0.4,0.0,72.7
20010120,9.33,-4.81,0.02,0.4,0.0,53.84
20010121,11.19,-2.23,0.0,0.4,0.01,74.2
20010122,12.6,-1.85,0.06,0.4,0.01,68.77
20010123,13.19,0.89,0.39,0.4,0.01,45.73
20010124,12.91,0.44,0.04,0.39,0.01,58.13
20010125,9.44,-0.56,0.12,0.39,0.0,13.23
20010126,15.8,-1.63,0.0,0.39,0.02,78.71
20010127,2.39,-2.88,3.6,0.39,0.01,12.9
20010128,5.92,-3.63,7.86,0.4,0.0,18.05
20010129,10.13,-3.59,0.0,0.41,0.0,79.72
20010130,11.58,-1.57,1.17,0.41,0.01,79.35
20010131,9.36,-3.85,0.01,0.41,0.01,80.15
20010201,11.2,-3.42,0.01,0.41,0.01,58.2
20010202,11.8,-4.74,0.0,0.41,0.01,81.41
20010203,18.88,-2.31,0.0,0.4,0.02,72.55
20010204,14.05,-0.75,0.0,0.4,0.02,74.26
20010205,19.35,-0.49,0.0,0.4,0.02,84.55
20010206,17.1,3.61,0.0,0.4,0.02,74.63
20010207,23.01,3.31,0.42,0.39,0.03,58.96
20010208,19.37,5.46,5.76,0.4,0.01,33.93
20010209,7.38,-5.4,0.0,0.4,0.0,88.48
20010210,8.27,-6.99,0.21,0.4,0.0,71.37
20010211,13.4,-3.09,0.02,0.4,0.01,67.88
20010212,14.96,3.32,0.37,0.4,0.01,54.05
20010213,21.08,9.23,0.6,0.4,0.02,40.45
20010214,16.33,9.05,1.44,0.4,0.01,32.91
20010215,9.52,1.88,3.42,0.4,0.0,45.73
20010216,11.35,-0.6,1.16,0.41,0.01,75.88
20010217,11.32,-5.2,0.0,0.41,0.01,95.89
20010218,13.97,-0.87,0.0,0.4,0.01,83.38
20010219,23.52,2.21,0.0,0.4,0.03,93.7
20010220,26.09,4.01,0.15,0.4,0.06,95.96
20010221,16.19,2.98,0.06,0.4,0.02,62.44
20010222,12.46,0.72,0.81,0.39,0.01,42.44
20010223,18.25,8.37,5.16,0.4,0.01,20.04
20010224,15.26,4.73,0.43,0.41,0.02,91.23
20010225,19.28,2.09,0.01,0.4,0.04,94.34
20010226,20.58,5.96,0.05,0.4,0.03,67.56
20010227,18.6,0.83,6.93,0.41,0.01,27.38
20010228,3.06,-3.52,2.81,0.41,0.0,28.95
20010301,17.4,-2.31,0.11,0.41,0.02,80.84
20010302,12.83,4.77,3.1,0.41,0.01,41.0
20010303,16.03,3.87,4.28,0.41,0.03,92.82
20010304,17.01,2.56,0.26,0.41,0.04,101.52
20010305,20.32,3.16,0.0,0.41,0.05,104.27
20010306,20.4,5.99,0.49,0.41,0.03,64.32
20010307,20.26,4.56,1.67,0.41,0.05,90.09
20010308,15.15,4.45,19.74,0.45,0.03,36.18
20010309,16.62,3.37,0.03,0.44,0.05,54.89
20010310,21.38,3.6,0.01,0.44,0.06,66.42
20010311,20.3,4.84,0.08,0.43,0.07,94.71
20010312,20.26,3.76,0.93,0.42,0.07,112.93
20010313,21.33,2.48,0.03,0.41,0.06,109.06
20010314,23.06,5.26,0.35,0.41,0.08,105.4
20010315,15.58,1.28,0.62,0.41,0.03,119.35
20010316,14.01,-2.63,0.05,0.41,0.03,113.83
20010317,11.62,2.56,2.51,0.41,0.01,57.78
20010318,12.69,1.12,3.68,0.41,0.02,29.36
20010319,15.76,-0.11,0.0,0.41,0.04,109.02
20010320,23.74,0.23,0.0,0.41,0.08,123.26
20010321,27.27,4.87,0.03,0.41,0.11,123.42
20010322,26.32,7.79,0.0,0.4,0.1,113.75
20010323,24.48,7.52,2.95,0.4,0.09,119.51
20010324,12.54,2.73,1.25,0.41,0.02,34.4
20010325,15.14,0.04,0.04,0.41,0.04,72.52
