,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20090101,-5.02,-22.22,0.07,0.41,0.0,25.84
20090102,-15.32,-21.46,4.0,0.41,0.0,40.27
20090103,-17.88,-29.02,0.1,0.41,0.0,34.04
20090104,-22.3,-32.63,0.02,0.41,0.0,31.41
20090105,-9.44,-24.18,0.32,0.41,0.0,31.77
20090106,-9.49,-16.12,0.07,0.41,0.0,26.37
20090107,-15.64,-20.93,0.07,0.41,0.0,25.34
20090108,-12.99,-24.03,8.33,0.41,0.0,31.13
20090109,-11.57,-20.55,3.65,0.41,0.0,26.91
20090110,-3.02,-21.47,0.42,0.41,0.0,28.78
20090111,-4.31,-13.54,2.51,0.41,0.0,25.05
20090112,-5.9,-20.44,1.91,0.41,0.0,29.45
20090113,-13.71,-23.95,2.92,0.41,0.0,28.98
20090114,-21.86,-35.31,0.07,0.41,0.0,37.98
20090115,-17.04,-37.75,0.15,0.41,0.0,36.69
20090116,-0.79,-16.33,0.5,0.41,0.0,39.05
20090117,-1.0,-5.39,0.04,0.41,0.0,31.6
20090118,-0.7,-4.94,0.19,0.41,0.0,34.4
20090119,-1.16,-9.78,0.04,0.41,0.0,39.05
20090120,-1.91,-9.58,0.03,0.41,0.0,39.53
20090121,-1.7,-11.45,0.05,0.41,0.0,38.51
20090122,-6.53,-14.84,0.35,0.41,0.0,35.87
20090123,-16.56,-28.76,0.08,0.41,0.0,41.81
20090124,-19.08,-29.51,0.01,0.41,0.0,43.55
20090125,-18.32,-27.1,0.01,0.41,0.0,42.75
20090126,-19.81,-30.47,0.01,0.41,0.0,44.75
20090127,-9.06,-26.6,0.5,0.41,0.0,44.62
20090128,-3.63,-10.02,0.61,0.41,0.0,47.61
20090129,-7.02,-15.31,0.13,0.41,0.0,38.83
20090130,0.34,-7.1,0.03,0.41,0.0,32.07
20090131,2.53,-3.42,0.05,0.41,0.0,46.34
20090201,-3.17,-18.23,0.04,0.42,0.0,45.38
20090202,-20.63,-27.2,0.04,0.42,0.0,49.02
20090203,-11.28,-24.31,0.03,0.42,0.0,42.4
20090204,1.34,-15.31,0.02,0.42,0.0,36.34
20090205,1.8,-8.91,0.01,0.42,0.0,49.7
20090206,0.36,-4.91,0.03,0.43,0.0,34.95
20090207,-4.65,-11.56,0.11,0.43,0.0,41.27
20090208,0.44,-9.41,5.31,0.43,0.0,53.08
20090209,0.4,-1.06,9.97,0.44,-0.0,38.58
20090210,-1.09,-4.27,7.3,0.44,0.0,26.45
20090211,-4.69,-14.64,0.32,0.44,0.0,14.35
20090212,-10.02,-19.39,0.05,0.44,0.0,56.02
20090213,-11.38,-19.31,0.05,0.43,0.0,57.12
20090214,-12.54,-23.01,0.35,0.43,0.0,62.52
20090215,-9.52,-18.02,1.57,0.43,0.0,44.67
20090216,-8.97,-18.93,0.63,0.43,0.0,51.08
20090217,-8.1,-14.61,0.43,0.43,0.0,45.52
20090218,-9.41,-19.22,0.1,0.43,0.0,63.02
20090219,-8.01,-19.64,0.29,0.42,0.0,62.19
20090220,-9.47,-15.45,2.31,0.42,0.0,64.45
20090221,-7.57,-17.35,0.07,0.42,0.0,68.66
20090222,-10.88,-17.45,0.05,0.42,0.0,67.32
20090223,-1.72,-18.63,0.04,0.42,0.0,60.75
20090224,-1.85,-12.4,1.04,0.42,0.0,55.99
20090225,-11.62,-20.16,0.72,0.42,0.0,67.94
20090226,-17.52,-23.95,0.59,0.42,0.0,68.53
20090227,-17.52,-27.38,0.06,0.42,0.0,68.21
20090228,-12.52,-20.96,0.03,0.42,0.0,77.13
20090301,-8.75,-22.45,0.04,0.42,0.0,48.05
20090302,-4.34,-17.98,0.04,0.42,0.0,72.88
20090303,-1.38,-11.15,0.05,0.42,0.0,67.1
20090304,1.4,-3.24,0.01,0.43,0.0,62.23
20090305,1.56,-9.16,2.56,0.46,0.0,62.02
20090306,-10.67,-18.67,0.04,0.48,0.0,73.44
20090307,-1.27,-20.41,0.02,0.47,0.0,80.7
20090308,1.51,-12.93,1.15,0.47,0.0,76.34
20090309,-13.67,-21.7,0.31,0.48,0.0,85.03
20090310,-21.39,-25.21,2.18,0.47,0.0,69.19
20090311,-14.41,-29.16,0.01,0.46,0.0,90.26
20090312,-3.13,-25.74,0.02,0.46,0.0,93.55
20090313,3.34,-14.48,0.0,0.47,0.0,91.37
20090314,8.75,-4.54,0.0,0.49,0.0,91.34
20090315,10.2,-3.88,0.0,0.5,0.01,84.66
20090316,11.83,0.19,1.67,0.5,0.02,87.89
20090317,9.23,-4.59,0.02,0.49,0.01,94.42
20090318,2.9,-5.92,0.03,0.48,0.0,96.53
20090319,9.95,-5.67,0.01,0.48,0.01,77.97
20090320,16.45,-0.56,0.0,0.47,0.06,95.34
20090321,16.33,-0.65,0.17,0.47,0.04,71.6
20090322,13.88,2.75,1.92,0.46,0.01,54.25
20090323,6.83,-2.65,3.66,0.46,0.0,40.89
20090324,-3.19,-6.74,10.58,0.46,0.0,18.29
20090325,-3.16,-7.6,1.42,0.46,0.0,37.96
20090326,-3.11,-11.67,0.82,0.46,0.0,107.99
20090327,-0.02,-12.86,0.02,0.46,0.0,111.66
20090328,4.62,-8.04,0.03,0.47,0.0,109.64
20090329,2.05,-5.1,1.08,0.47,0.0,65.85
20090330,0.85,-4.24,0.48,0.47,0.0,70.14
20090331,3.86,-6.77,0.01,0.47,0.0,103.18
20090401,4.04,-3.67,0.01,0.47,0.0,57.71
20090402,6.49,-4.2,0.0,0.46,0.02,99.77
20090403,7.47,-4.31,0.02,0.46,0.02,94.06
20090404,4.33,-5.48,0.02,0.46,0.0,90.46
20090405,3.12,-5.6,0.0,0.46,0.0,110.84
20090406,5.08,-5.76,0.0,0.45,0.01,110.39
20090407,13.18,-4.35,0.0,0.45,0.06,99.66
20090408,9.69,-3.52,0.0,0.45,0.05,112.05
20090409,9.18,-3.94,0.0,0.45,0.03,110.67
20090410,9.17,-2.63,0.0,0.45,0.02,73.14
20090411,15.19,-2.44,0.28,0.45,0.04,95.36
20090412,15.91,2.43,0.51,0.45,0.06,64.31
20090413,18.03,0.73,0.0,0.45,0.14,88.84
20090414,20.23,4.38,0.17,0.45,0.2,92.45
20090415,19.36,6.69,0.47,0.44,0.16,98.83
20090416,13.05,1.42,0.78,0.44,0.03,46.52
20090417,11.49,0.13,0.05,0.44,0.05,65.84
20090418,10.69,-0.85,0.22,0.44,0.04,71.95
20090419,14.94,-0.17,0.0,0.44,0.12,84.77
20090420,14.73,-1.58,0.05,0.44,0.14,116.05
20090421,17.62,3.26,0.0,0.43,0.19,104.86
20090422,25.33,1.82,0.0,0.43,0.31,108.48
20090423,14.49,1.08,0.26,0.43,0.07,72.13
20090424,7.71,-1.33,0.05,0.43,0.03,104.2
20090425,13.01,-3.53,0.0,0.43,0.14,126.34
20090426,5.31,-1.73,3.55,0.43,0.0,45.02
20090427,8.65,-2.6,0.98,0.44,0.02,109.26
20090428,12.15,1.16,3.12,0.44,0.06,60.27
20090429,9.28,2.37,16.49,0.45,0.0,22.2
20090430,10.24,0.79,1.98,0.48,0.06,85.0
20090501,11.3,-0.74,0.12,0.47,0.08,109.73
20090502,12.8,0.48,0.05,0.46,0.14,96.63
20090503,16.84,-0.17,0.0,0.46,0.39,136.39
20090504,18.13,4.37,1.6,0.45,0.15,97.84
20090505,20.25,7.94,0.27,0.45,0.41,103.59
20090506,19.57,7.34,0.88,0.45,0.41,130.98
20090507,16.45,3.32,0.04,0.45,0.26,121.38
20090508,11.14,1.34,0.56,0.45,0.07,78.59
20090509,8.74,-0.95,0.14,0.45,0.06,73.42
20090510,14.31,-0.87,0.75,0.45,0.15,99.7
20090511,20.12,6.08,0.29,0.44,0.44,126.49
20090512,19.76,8.26,6.83,0.45,0.24,100.25
20090513,8.9,-0.19,3.22,0.45,0.0,49.23
20090514,16.39,-2.84,0.02,0.45,0.16,130.09
20090515,9.58,-1.45,0.86,0.45,0.08,62.67
20090516,15.36,-2.55,0.0,0.45,0.3,133.28
20090517,23.87,4.76,0.0,0.45,0.57,119.42
20090518,21.5,4.07,0.0,0.44,0.6,136.6
20090519,22.03,1.9,0.33,0.44,0.46,129.48
20090520,20.39,6.44,0.08,0.43,0.54,88.65
20090521,18.45,3.05,0.94,0.43,0.51,144.8
20090522,19.31,4.92,0.16,0.42,0.55,146.46
20090523,19.49,2.65,0.0,0.42,0.66,153.68
20090524,20.6,6.48,9.23,0.42,0.41,102.02
20090525,17.68,6.65,14.72,0.46,0.32,39.23
20090526,19.21,5.4,0.05,0.46,0.65,127.31
20090527,25.98,7.72,0.11,0.45,1.07,142.41
20090528,24.01,8.69,0.07,0.45,1.06,123.79
20090529,24.69,9.48,0.69,0.44,0.92,127.14
20090530,25.65,7.47,0.0,0.43,1.18,154.99
20090531,24.53,10.83,0.0,0.42,1.14,139.59
20090601,18.23,7.12,0.15,0.42,0.43,93.39
20090602,18.26,3.22,0.0,0.42,0.61,149.83
20090603,21.13,5.48,0.0,0.41,0.89,154.17
20090604,25.16,7.91,0.0,0.41,1.01,122.29
20090605,14.76,4.44,0.0,0.41,0.34,124.46
20090606,6.31,2.9,7.58,0.41,0.0,56.77
20090607,9.67,2.66,13.3,0.43,0.01,51.7
20090608,13.54,4.73,6.87,0.46,0.19,63.27
20090609,15.21,3.55,0.24,0.45,0.54,64.96
20090610,16.19,3.21,0.08,0.45,0.56,118.68
20090611,18.89,6.17,0.35,0.45,0.76,94.11
20090612,23.8,7.24,0.02,0.44,1.33,121.61
20090613,25.26,12.05,0.0,0.43,1.58,151.3
20090614,27.02,10.56,0.0,0.42,1.59,153.27
20090615,20.96,13.12,4.13,0.42,0.29,83.19
20090616,21.15,14.38,6.27,0.44,0.22,94.44
20090617,26.12,13.86,0.67,0.44,1.02,127.39
20090618,25.59,14.92,3.95,0.44,0.92,118.2
20090619,25.58,15.17,0.02,0.43,1.51,146.63
20090620,29.99,13.0,0.12,0.42,1.93,158.84
20090621,26.01,16.08,2.9,0.42,0.87,111.07
20090622,25.89,14.1,1.06,0.42,1.23,137.66
20090623,24.51,12.37,0.03,0.41,1.35,151.83
20090624,28.11,12.47,1.67,0.41,1.6,147.18
20090625,30.58,12.96,0.0,0.41,1.89,159.06
20090626,26.45,15.44,16.05,0.41,0.6,83.34
20090627,23.63,13.39,0.98,0.43,1.09,100.89
20090628,26.07,11.69,0.0,0.42,1.48,155.27
20090629,25.26,12.01,0.0,0.41,1.38,151.05
20090630,25.64,10.98,0.51,0.41,1.28,153.66
20090701,27.62,12.76,0.09,0.41,1.42,138.59
20090702,26.95,14.37,0.13,0.4,1.43,124.0
20090703,25.49,13.08,1.77,0.4,0.9,105.62
20090704,25.53,15.2,1.01,0.4,1.04,130.7
20090705,25.17,14.38,0.36,0.39,1.1,126.12
20090706,26.42,14.15,1.81,0.39,1.04,141.19
20090707,18.31,11.6,15.51,0.41,0.19,64.44
20090708,24.11,11.43,18.74,0.42,0.86,112.33
20090709,24.56,13.15,1.29,0.45,1.83,142.39
20090710,20.82,11.15,0.1,0.45,1.05,116.02
20090711,24.67,9.12,2.37,0.44,1.56,137.26
20090712,23.67,12.27,2.02,0.44,1.27,125.74
20090713,19.11,13.87,12.02,0.44,0.33,58.87
20090714,23.08,12.49,7.17,0.46,1.07,95.41
20090715,20.13,9.85,0.0,0.45,1.18,111.84
20090716,20.37,7.49,0.0,0.45,1.25,151.6
20090717,22.94,7.81,0.0,0.44,1.56,149.66
20090718,26.37,13.4,0.0,0.42,1.98,148.98
20090719,31.23,13.77,0.69,0.41,1.98,138.89
20090720,25.69,14.56,0.11,0.41,1.47,115.77
20090721,25.35,13.81,0.0,0.41,1.43,128.03
20090722,27.76,13.35,0.01,0.4,1.44,132.42
20090723,32.44,16.5,0.03,0.39,1.73,132.52
20090724,27.58,14.4,0.0,0.39,1.06,131.71
20090725,28.76,14.01,0.0,0.38,0.96,140.91
20090726,30.15,17.44,0.0,0.38,0.94,136.0
20090727,25.73,13.78,0.01,0.38,0.58,125.23
20090728,23.32,11.15,1.28,0.38,0.36,106.91
20090729,19.11,11.66,1.67,0.38,0.19,96.75
20090730,21.76,11.32,0.26,0.38,0.41,94.87
20090731,20.79,11.49,4.43,0.39,0.27,65.31
20090801,24.77,10.78,0.0,0.39,0.76,115.67
20090802,25.62,15.17,0.14,0.39,0.65,85.05
20090803,22.81,10.45,0.27,0.38,0.46,87.21
