,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20030101,3.39,-4.04,0.4,0.46,0.0,13.3
20030102,6.83,-3.27,0.01,0.46,0.0,47.12
20030103,12.09,-2.87,0.0,0.46,0.03,55.82
20030104,15.54,0.12,0.0,0.46,0.1,51.3
20030105,11.53,-0.69,0.0,0.46,0.02,32.02
20030106,4.0,-4.05,0.0,0.45,0.0,29.17
20030107,13.93,-3.69,0.0,0.45,0.05,56.89
20030108,18.11,0.63,0.0,0.45,0.11,56.88
20030109,9.36,-2.95,0.0,0.45,0.01,58.09
20030110,2.87,-5.17,0.0,0.45,0.0,57.77
20030111,3.26,-5.35,0.0,0.45,0.0,41.95
20030112,7.75,-2.24,0.0,0.45,0.0,56.75
20030113,12.24,-2.22,0.0,0.45,0.04,57.34
20030114,4.73,-3.67,0.03,0.45,0.0,55.12
20030115,3.6,-4.37,1.21,0.45,0.0,13.75
20030116,0.39,-5.65,0.0,0.45,0.0,48.99
20030117,1.79,-5.58,0.0,0.45,0.0,60.09
20030118,5.23,-3.72,0.05,0.45,0.0,59.65
20030119,14.13,-3.35,0.01,0.45,0.04,60.41
20030120,14.28,-1.32,0.0,0.45,0.07,56.55
20030121,3.03,-5.23,0.0,0.45,0.0,62.46
20030122,-0.63,-9.4,0.0,0.45,0.0,25.61
20030123,-7.03,-12.6,0.0,0.45,0.0,44.61
20030124,-0.31,-11.6,0.0,0.45,0.0,43.84
20030125,5.7,-6.6,0.0,0.45,0.0,44.18
20030126,-1.85,-8.27,0.0,0.45,0.0,55.14
20030127,10.0,-7.62,0.0,0.45,0.01,60.42
20030128,10.07,-1.14,0.0,0.45,0.02,54.88
20030129,6.4,-3.7,0.0,0.45,0.0,28.93
20030130,12.38,-4.15,0.0,0.45,0.04,50.09
20030131,12.79,-0.4,0.0,0.45,0.07,68.8
20030201,19.9,0.02,0.0,0.45,0.15,53.77
20030202,21.42,3.31,0.0,0.45,0.16,48.97
20030203,4.23,-4.84,0.0,0.45,0.0,35.59
20030204,6.93,-5.35,0.0,0.45,0.01,43.27
20030205,6.79,-4.23,0.33,0.45,0.0,22.87
20030206,0.96,-7.72,2.71,0.45,0.0,29.96
20030207,1.54,-8.28,0.0,0.45,0.0,71.2
20030208,6.64,-5.91,0.06,0.45,0.0,72.88
20030209,5.15,-3.49,2.66,0.45,0.0,18.7
20030210,12.37,-3.73,0.0,0.45,0.05,77.42
20030211,12.83,-2.84,0.14,0.45,0.1,71.65
20030212,13.46,-3.99,0.01,0.45,0.08,79.44
20030213,11.07,2.69,4.86,0.45,0.01,23.08
20030214,21.16,4.31,0.52,0.46,0.18,51.26
20030215,3.54,-4.0,0.0,0.45,0.0,14.23
20030216,6.53,-4.56,0.0,0.45,0.0,84.19
20030217,10.95,-4.93,0.0,0.45,0.06,80.12
20030218,8.42,1.47,6.83,0.45,0.0,25.28
20030219,13.46,0.19,0.6,0.46,0.15,82.12
