,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20060101,4.08,-0.79,1.48,0.64,0.0,16.37
20060102,2.83,-1.47,3.94,0.64,0.0,12.63
20060103,2.59,-2.13,4.23,0.64,0.0,22.15
20060104,3.54,-1.57,0.84,0.64,0.0,20.1
20060105,6.19,-2.59,0.08,0.64,0.02,27.08
20060106,2.86,0.41,5.0,0.65,0.01,9.99
20060107,2.79,0.07,11.99,0.66,0.0,8.41
20060108,1.25,-3.42,1.23,0.66,0.0,17.75
20060109,1.67,-2.38,15.32,0.66,0.0,6.95
20060110,6.87,0.8,25.06,0.7,0.0,17.59
20060111,6.36,-0.32,2.11,0.72,0.01,13.19
20060112,3.06,-0.56,2.02,0.71,0.01,18.46
20060113,5.78,0.44,9.2,0.72,0.01,6.87
20060114,3.26,0.12,10.72,0.73,0.0,7.68
20060115,2.19,-4.52,0.27,0.73,0.01,23.7
20060116,0.57,-4.1,3.6,0.73,0.01,16.2
20060117,2.5,-1.43,11.73,0.73,0.0,12.79
20060118,1.33,-1.92,0.92,0.73,0.0,17.65
20060119,0.65,-3.17,1.15,0.73,0.0,14.78
20060120,1.65,-4.3,5.51,0.73,0.0,14.47
20060121,1.23,-4.88,0.13,0.73,0.0,20.16
20060122,0.8,-3.98,0.49,0.73,0.0,13.25
20060123,3.83,-3.12,0.15,0.73,0.0,24.38
20060124,2.76,-2.27,1.86,0.74,0.0,35.35
20060125,4.44,-4.38,0.56,0.74,0.01,32.59
20060126,1.87,-2.2,1.41,0.74,0.0,18.8
20060127,2.3,-2.45,2.76,0.74,0.0,16.83
20060128,2.97,-0.98,7.6,0.74,0.0,17.72
20060129,2.16,-1.52,5.12,0.75,0.0,24.62
20060130,7.26,-1.23,5.88,0.77,0.01,19.21
20060131,2.62,-1.2,2.9,0.77,0.01,18.49
20060201,5.88,0.4,1.43,0.77,0.02,30.21
20060202,5.74,0.32,6.69,0.77,0.0,24.77
20060203,6.07,0.58,0.95,0.77,0.01,33.16
20060204,6.55,-0.12,4.29,0.77,0.02,29.64
20060205,4.15,-2.81,0.34,0.77,0.01,33.5
20060206,4.68,-2.92,0.03,0.77,0.02,30.4
20060207,6.35,-3.52,0.02,0.77,0.02,44.3
20060208,5.19,-2.63,0.15,0.77,0.01,17.48
20060209,4.35,-4.27,0.0,0.77,0.03,54.27
20060210,3.09,-6.14,0.03,0.77,0.02,56.09
20060211,4.6,-8.42,0.0,0.77,0.02,56.9
20060212,1.65,-4.0,0.06,0.77,0.01,46.19
20060213,0.95,-5.2,2.99,0.77,0.0,21.2
20060214,0.9,-7.68,0.07,0.77,0.01,55.21
20060215,0.99,-11.02,0.24,0.77,0.01,57.38
20060216,-4.0,-18.1,0.56,0.77,0.0,32.77
20060217,-9.45,-19.91,0.0,0.77,0.0,58.82
20060218,-2.35,-18.55,0.0,0.77,0.0,61.46
20060219,-0.62,-14.63,0.08,0.77,0.01,62.37
20060220,-0.27,-10.42,0.0,0.77,0.01,36.7
20060221,3.92,-7.6,0.17,0.77,0.01,38.74
20060222,5.89,-2.39,0.46,0.77,0.02,42.84
20060223,5.96,-3.9,1.8,0.77,0.01,25.02
20060224,3.21,-4.98,0.02,0.77,0.03,69.57
20060225,0.99,-8.27,0.13,0.77,0.01,47.8
20060226,4.37,-1.88,2.49,0.77,0.01,35.67
20060227,6.34,1.97,9.15,0.77,0.0,23.59
20060228,9.09,-0.6,11.3,0.78,0.02,16.49
20060301,8.61,-1.86,0.24,0.79,0.03,57.83
20060302,6.69,-1.84,0.48,0.78,0.02,32.87
20060303,5.52,-2.49,0.28,0.78,0.01,55.77
20060304,7.16,-2.35,0.35,0.78,0.03,51.0
20060305,8.38,-2.67,0.47,0.78,0.04,45.84
20060306,6.65,-1.19,3.3,0.78,0.0,22.41
20060307,6.47,-1.97,1.1,0.78,0.02,45.73
20060308,1.93,-2.59,7.78,0.78,0.01,29.26
20060309,1.69,-4.88,0.79,0.78,0.01,38.76
20060310,2.12,-5.53,0.31,0.78,0.02,51.17
20060311,3.19,-5.69,0.03,0.78,0.02,72.68
20060312,4.03,-6.74,0.0,0.78,0.03,76.29
20060313,3.94,-4.49,0.01,0.78,0.03,61.7
20060314,2.05,-2.63,3.2,0.78,0.01,24.79
20060315,4.23,-2.6,0.55,0.78,0.02,49.77
20060316,8.0,-2.1,0.35,0.78,0.03,40.22
20060317,5.54,-0.8,4.49,0.79,0.01,44.46
20060318,5.53,-1.84,1.19,0.79,0.02,39.63
20060319,8.2,-2.87,0.2,0.79,0.05,77.11
20060320,8.83,-3.63,0.06,0.78,0.06,77.77
20060321,9.92,-1.83,0.35,0.78,0.06,65.41
20060322,9.49,-1.22,0.35,0.78,0.05,58.1
