,T2M_MAX,T2M_MIN,PRECTOTCORR,GWETROOT,EVPTRNS,ALLSKY_SFC_PAR_TOT
20050101,16.73,-1.12,0.28,0.41,0.02,14.15
20050102,-1.25,-4.68,1.21,0.41,0.01,19.68
20050103,-1.17,-5.39,5.23,0.41,0.01,10.16
20050104,-1.58,-8.84,11.08,0.41,0.0,7.95
20050105,-8.95,-15.25,7.07,0.41,0.0,30.96
20050106,-9.7,-21.02,0.03,0.41,0.0,51.23
20050107,-4.63,-16.99,1.06,0.41,0.0,27.71
20050108,-2.4,-16.56,0.02,0.41,0.0,20.69
20050109,2.01,-8.22,0.04,0.41,0.0,36.91
20050110,-3.74,-10.42,0.49,0.42,0.0,20.02
20050111,-4.07,-8.47,0.0,0.42,0.0,25.45
20050112,-0.82,-8.31,0.02,0.42,0.0,27.11
20050113,-5.04,-19.66,0.0,0.42,0.0,50.62
20050114,-11.68,-21.26,0.0,0.41,0.0,50.27
20050115,-10.06,-16.49,0.0,0.41,0.0,43.8
20050116,-5.91,-18.01,0.0,0.41,0.0,53.66
20050117,-4.41,-16.86,0.0,0.41,0.0,49.5
20050118,2.4,-13.12,0.5,0.42,0.0,37.97
20050119,6.82,-0.75,0.03,0.43,0.0,42.04
20050120,11.49,-0.13,0.01,0.44,0.01,52.43
20050121,6.76,-2.54,0.0,0.44,0.0,18.68
20050122,-2.9,-9.83,0.0,0.44,0.0,55.03
20050123,2.98,-10.03,0.0,0.43,0.0,52.41
20050124,11.93,-3.9,0.0,0.43,0.01,59.98
20050125,7.27,1.12,0.07,0.43,0.0,31.01
20050126,6.4,-3.64,0.0,0.43,0.0,42.32
20050127,0.83,-3.98,0.37,0.43,0.0,21.31
20050128,3.9,-2.18,1.68,0.43,0.01,19.3
20050129,6.86,-2.97,0.27,0.43,0.01,23.45
20050130,5.48,-1.54,0.46,0.43,0.0,17.75
20050131,5.97,-1.9,0.11,0.43,0.0,23.48
20050201,6.44,-2.81,0.0,0.43,0.0,25.16
20050202,7.59,-2.17,0.0,0.43,0.01,64.06
20050203,14.08,-3.17,0.01,0.43,0.04,58.67
20050204,16.15,-2.42,0.0,0.43,0.06,69.77
20050205,15.04,0.78,0.14,0.43,0.04,58.77
20050206,7.49,-3.42,30.75,0.45,0.0,12.2
20050207,-2.87,-10.06,3.45,0.46,0.0,20.63
20050208,-5.49,-11.95,6.55,0.45,0.0,17.55
20050209,1.18,-15.45,0.43,0.45,0.0,71.57
20050210,4.24,-9.39,0.0,0.46,0.0,68.64
20050211,8.92,-4.32,0.12,0.47,0.01,72.21
20050212,8.98,-1.98,13.47,0.48,0.0,24.88
20050213,12.32,2.29,2.46,0.5,0.03,34.84
20050214,13.69,-1.35,0.0,0.49,0.02,68.45
20050215,9.14,-1.38,0.0,0.48,0.02,63.6
20050216,5.38,-4.69,0.0,0.48,0.0,62.83
20050217,10.67,-4.79,0.0,0.48,0.04,78.02
20050218,8.54,-4.27,0.11,0.48,0.03,76.86
20050219,7.28,1.24,1.39,0.48,0.0,15.53
20050220,13.6,0.16,0.04,0.48,0.08,52.03
20050221,10.2,-3.86,0.0,0.47,0.05,52.46
20050222,5.43,-0.81,0.05,0.47,0.0,39.68
20050223,6.03,-1.45,0.02,0.47,0.0,36.23
20050224,7.83,-2.4,0.0,0.47,0.02,83.66
20050225,16.0,-3.23,0.0,0.47,0.15,88.49
20050226,14.25,-0.49,0.0,0.46,0.06,58.69
20050227,9.05,-2.8,0.53,0.46,0.0,49.98
20050228,2.62,-6.21,0.0,0.46,0.0,80.32
20050301,6.31,-6.25,0.0,0.46,0.02,89.98
20050302,15.8,-3.92,0.0,0.46,0.14,90.97
20050303,18.75,0.45,0.0,0.46,0.23,87.11
20050304,19.47,-0.46,0.0,0.45,0.28,94.97
20050305,16.86,-1.29,0.0,0.45,0.22,94.53
20050306,20.26,4.6,0.62,0.45,0.28,90.45
20050307,9.57,-1.72,0.0,0.45,0.03,78.05
20050308,13.34,-3.02,0.27,0.45,0.12,61.68
